Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Labelb
5924060,30,6,6.0,0,0,1481015.0,246,246,100,0,0.844015759,0.0,6,0,0,256,-1,20,1
11977841,24,6,6.0,0,0,3992613.667,1,1,80,0,0.33395,0.0,6,0,0,256,-1,20,1
9999491,30,6,6.0,0,0,2499872.75,267,267,100,0,0.5000254510000001,0.0,6,0,0,256,-1,20,1
3969932,30,6,6.0,0,0,992483.0,1,1,100,0,1.259467417,0.0,6,0,0,256,-1,20,1
79813611,56,20,7.0,10220,0,7255782.818,1,1,172,92,0.10023353,0.050116765,0,0,0,256,229,20,1
78501493,56,20,7.0,8675,0,6541791.083,1,1,172,112,0.10190889,0.063693056,0,0,0,256,229,20,1
80288014,56,20,7.0,7215,0,6690667.833,1,1,172,112,0.099641274,0.0622757959999999,0,0,0,256,229,20,1
71893,26,20,8.666666667000001,5840,0,10270.42857,9,9,72,112,41.72868012,69.5478002,0,0,1,8192,229,20,1
78499427,56,20,7.0,8760,0,6541618.917,3,3,172,112,0.1019115719999999,0.063694732,0,0,0,256,229,20,1
1869523,26,20,8.666666667000001,5840,0,233690.375,3,37,72,132,1.604687399,3.2093747980000003,0,0,2,8192,229,20,1
1840169,26,20,8.666666667000001,5840,0,262881.2857,3,3,72,112,1.630285044,2.7171417410000003,0,0,1,8192,229,20,1
78504967,56,20,7.0,7215,0,6542080.583,1,1,172,112,0.10190438,0.063690238,0,0,0,256,229,20,1
78502106,56,20,7.0,11595,0,7136555.091,3,3,172,92,0.101908094,0.050954047,0,0,0,256,229,20,1
50360,26,20,8.666666667000001,5840,0,6295.0,14,1596,72,132,59.57108817,119.1421763,0,0,2,8192,229,20,1
78576956,56,20,7.0,5840,0,6548079.667,3,147,172,112,0.10181102,0.063631887,0,0,0,256,229,20,1
80114872,62,20,6.888888889,7215,0,6676239.333,1,1,192,92,0.112338693,0.049928308,0,0,0,256,229,20,1
52378,20,20,10.0,7300,0,7482.571429,19,6174,52,132,38.18397037,114.5519111,0,0,3,8192,229,20,1
66799,26,20,8.666666667000001,7300,0,9542.714286,36,84,72,112,44.91085196,74.85141993,0,0,1,8192,229,20,1
1867323,26,20,8.666666667000001,4380,0,233415.375,14,266,72,132,1.606577973,3.213155946,0,0,2,8192,229,20,1
56162,26,20,8.666666667000001,5840,0,7020.25,14,212,72,132,53.41690111,106.8338022,0,0,2,8192,229,20,1
1787796,26,20,8.666666667000001,10135,0,297966.0,2,2,72,92,1.678043804,2.237391738,0,0,1,8192,229,20,1
81945687,56,20,7.0,7300,0,7449607.909,1,1,172,92,0.097625638,0.048812819,0,0,0,256,229,20,1
168886,26,20,8.666666667000001,4380,0,21110.75,3,4,72,132,17.76346174,35.52692349,0,0,2,8192,229,20,1
120552,26,20,8.666666667000001,10220,0,17221.71429,3,3,72,112,24.88552658,41.47587763,0,0,1,8192,229,20,1
1768421,20,20,10.0,5840,0,252631.5714,9,15036,52,132,1.130952415,3.392857244,0,0,3,8192,229,20,1
115590,26,20,8.666666667000001,8675,0,16512.85714,5,83,72,112,25.95380223,43.25633705,0,0,1,8192,229,20,1
15795,26,20,8.666666667000001,7215,0,2256.428571,53,225,72,112,189.9335233,316.5558721000001,0,0,1,8192,229,20,1
1753965,26,20,8.666666667000001,11595,0,292327.5,1,1,72,92,1.7104104130000002,2.280547217,0,0,1,8192,229,20,1
81228202,56,20,7.0,4380,0,6248323.2310000025,1,1,172,132,0.098487961,0.073865971,0,0,0,256,229,20,1
81923208,56,20,7.0,5840,0,6301785.2310000025,3,67,172,132,0.097652426,0.073239319,0,0,0,256,229,20,1
81880593,56,20,7.0,5840,0,6298507.154,3,91,172,132,0.097703249,0.073277437,0,0,0,256,229,20,1
2210153,6,6,6.0,6,6,442030.6,3,0,20,100,0.452457364,2.262286819,6,1,5,229,0,20,0
1853969,6,6,6.0,6,6,370793.8,3,0,20,100,0.539383345,2.696916723,6,1,5,229,0,20,0
8126801,6,6,6.0,6,6,1625360.2,3,0,20,100,0.123049648,0.615248239,6,1,5,229,0,20,0
10095769,6,6,6.0,6,6,2019153.8,4,0,20,100,0.099051395,0.495256973,6,1,5,229,0,20,0
4050780,6,6,6.0,6,6,810156.0,980,0,20,100,0.246866036,1.234330178,6,1,5,229,0,20,0
2038854,6,6,6.0,6,6,339809.0,348,0,20,120,0.4904716079999999,2.942829648,6,1,6,229,0,20,0
80152063,11613,8675,1935.5,20,0,5725147.357000003,3,10,132,192,0.074857711,0.1122865669999999,0,1,1,229,256,20,0
24000715,6,6,6.0,6,6,4800143.0,4,0,20,100,0.041665425,0.208327127,6,1,5,229,0,20,0
1895785,6,6,6.0,6,6,379157.0,1,0,20,100,0.527485975,2.637429877,6,1,5,229,0,20,0
10095189,6,6,6.0,6,6,2019037.8,3,0,20,100,0.099057086,0.4952854279999999,6,1,5,229,0,20,0
3996080,1375,1375,1375.0,6,0,666013.3333,4,0,20,132,0.25024524,1.501471442,0,1,6,229,0,20,0
9903800,6,6,6.0,6,6,1650633.333,1,0,20,120,0.100971344,0.605828066,6,1,6,229,0,20,0
80366320,11613,8760,1659.0,20,0,5022895.0,1,182,152,212,0.087101164,0.124430234,0,1,1,229,256,20,0
8136409,6,6,6.0,6,6,1627281.8,1,0,20,100,0.122904343,0.614521713,6,1,5,229,0,20,0
4093061,135,46,27.0,46,46,818612.2,48,48,100,20,1.221579644,0.244315929,6,0,0,16402,32,20,0
1,6,6,6.0,6,6,1.0,1,0,20,20,1000000.0,1000000.0,6,0,1,16399,245,20,0
29,0,0,0.0,0,0,29.0,29,0,32,32,34482.75862,34482.75862,0,1,1,118,244,32,0
36,0,0,0.0,0,0,36.0,36,0,32,32,27777.77778,27777.77778,0,0,1,8059,39096,32,0
310,83,46,27.66666667,6,6,103.3333333,48,48,60,20,9677.419355,3225.806452,6,0,0,136,0,20,0
1060838,26,20,8.666666667000001,10135,0,151548.2857,3,25,72,112,2.827952996,4.7132549930000005,0,0,1,8192,229,20,1
4144056,24,6,6.0,0,0,1381352.0,4,4,80,0,0.965237921,0.0,6,0,0,256,-1,20,1
2147984,30,6,6.0,0,0,536996.0,3,3,100,0,2.32776408,0.0,6,0,0,256,-1,20,1
696133,26,20,8.666666667000001,5840,0,116022.1667,56,300,72,92,4.309521313,5.746028417000001,0,0,1,8192,229,20,1
1062461,26,20,8.666666667000001,11595,0,177076.8333,5,219,72,92,2.8236330560000003,3.764844074,0,0,1,8192,229,20,1
807180,26,20,8.666666667000001,5840,0,100897.5,46,116,72,132,3.716643128,7.4332862560000015,0,0,2,8192,229,20,1
24430,26,20,8.666666667000001,8760,0,4071.666667,3,3,72,92,122.7998363,163.733115,0,0,1,8192,229,20,1
1157176,26,20,8.666666667000001,2920,0,115717.6,3,192,72,172,2.592518338,6.913382234,0,0,2,8192,229,20,1
6108845,30,6,6.0,0,0,1527211.25,4,4,100,0,0.818485327,0.0,6,0,0,256,-1,20,1
49424,26,20,8.666666667000001,4380,0,6178.0,2,65,72,132,60.69925542,121.3985108,0,0,2,8192,229,20,1
39434,26,20,8.666666667000001,8760,0,5633.428571,3,3,72,112,76.07648222,126.794137,0,0,1,8192,229,20,1
12056707,30,6,6.0,0,0,3014176.75,1,1,100,0,0.4147069339999999,0.0,6,0,0,256,-1,20,1
10301284,30,6,6.0,0,0,2575321.0,334,334,100,0,0.485376386,0.0,6,0,0,256,-1,20,1
1848674,26,20,8.666666667000001,11595,0,308112.3333,49,49,72,92,1.6227847640000002,2.163713018,0,0,1,8192,229,20,1
152833,26,20,8.666666667000001,11595,0,25472.16667,43,708,72,92,19.62926855,26.17235806,0,0,1,8192,229,20,1
8064763,30,6,6.0,0,0,2016190.75,3,3,100,0,0.619981021,0.0,6,0,0,256,-1,20,1
6319845,36,6,6.0,0,0,1263969.0,3,3,120,0,0.949390373,0.0,6,0,0,256,-1,20,1
1745900,26,20,8.666666667000001,10135,0,249414.2857,3,52,72,112,1.7183114730000002,2.863852454,0,0,1,8192,229,20,1
97229,26,20,8.666666667000001,5840,0,12153.625,3,3,72,132,30.85499182,61.70998365,0,0,2,8192,229,20,1
6070863,30,6,6.0,0,0,1517715.75,7,7,100,0,0.823606133,0.0,6,0,0,256,-1,20,1
12100,26,20,8.666666667000001,10135,0,1728.571429,49,500,72,112,247.93388430000005,413.2231405,0,0,1,8192,229,20,1
1816089,26,20,8.666666667000001,5840,0,227011.125,24,98,72,132,1.651901421,3.303802842,0,0,2,8192,229,20,1
125480,24,6,6.0,0,0,41826.66667,209,209,80,0,31.87759005,0.0,6,0,0,256,-1,20,1
7810813,30,6,6.0,0,0,1952703.25,3,3,100,0,0.640138229,0.0,6,0,0,256,-1,20,1
4047367,30,6,6.0,0,0,1011841.75,162,162,100,0,1.235371045,0.0,6,0,0,256,-1,20,1
4046721,30,6,6.0,0,0,1011680.25,250,250,100,0,1.235568254,0.0,6,0,0,256,-1,20,1
39959,26,20,8.666666667000001,8760,0,6659.833333,48,118,72,92,75.07695388,100.1026052,0,0,1,8192,229,20,1
1798594,26,20,8.666666667000001,7215,0,256942.0,4,79,72,112,1.667969536,2.779949227,0,0,1,8192,229,20,1
269091,26,20,8.666666667000001,7215,0,44848.5,18,154,72,92,11.14864488,14.86485984,0,0,1,8192,229,20,1
7615815,24,6,6.0,0,0,2538605.0,3,3,80,0,0.525222842,0.0,6,0,0,256,-1,20,1
21196,26,20,8.666666667000001,4380,0,2649.5,3,3,72,132,141.5361389,283.0722778,0,0,2,8192,229,20,1
45522,26,20,8.666666667000001,5840,0,5690.25,36,283,72,132,65.90220113,131.8044023,0,0,2,8192,229,20,1
8022475,36,6,6.0,0,0,1604495.0,340,340,120,0,0.747898872,0.0,6,0,0,256,-1,20,1
8020878,24,6,6.0,0,0,2673626.0,517,517,80,0,0.498698522,0.0,6,0,0,256,-1,20,1
7775193,30,6,6.0,0,0,1943798.25,3,3,100,0,0.643070854,0.0,6,0,0,256,-1,20,1
8057787,30,6,6.0,0,0,2014446.75,3,3,100,0,0.620517767,0.0,6,0,0,256,-1,20,1
8068937,50,20,7.142857143,8760,0,806893.7,1,1,152,92,0.867524434,0.495728248,0,0,0,256,229,20,1
9785802,24,6,6.0,0,0,3261934.0,991,991,80,0,0.40875546,0.0,6,0,0,256,-1,20,1
2200932,30,6,6.0,0,0,550233.0,6,6,100,0,2.271764871,0.0,6,0,0,256,-1,20,1
1667985,24,6,6.0,0,0,555995.0,3,3,80,0,2.3981031,0.0,6,0,0,256,-1,20,1
2347853,30,6,6.0,0,0,586963.25,4,4,100,0,2.129605218,0.0,6,0,0,256,-1,20,1
1681576,24,6,6.0,0,0,560525.3333,1,1,80,0,2.378720914,0.0,6,0,0,256,-1,20,1
7772115,24,6,6.0,0,0,2590705.0,4,4,80,0,0.514660424,0.0,6,0,0,256,-1,20,1
1899939,24,6,6.0,0,0,633313.0,905,905,80,0,2.10533075,0.0,6,0,0,256,-1,20,1
8059121,50,20,7.142857143,5840,0,732647.3636,3,3,152,112,0.868581077,0.620415055,0,0,0,256,229,20,1
80810873,56,20,7.0,5840,0,6216221.0,2,2,172,132,0.098996579,0.074247435,0,0,0,256,229,20,1
80790959,56,20,7.0,5840,0,5770782.786,1,1,172,152,0.099020981,0.086643358,0,0,0,256,229,20,1
81200436,56,20,7.0,7215,0,6766703.0,1,1,172,112,0.098521638,0.061576024,0,0,0,256,229,20,1
81198462,62,20,6.888888889,7215,0,6766538.5,1,1,192,92,0.110839538,0.049262017,0,0,0,256,229,20,1
81212222,56,20,7.0,4380,0,6767685.167,3,3,172,112,0.09850734,0.061567088,0,0,0,256,229,20,1
139410,26,20,8.666666667000001,5840,0,17426.25,5,5,72,132,21.51925974,43.03851947,0,0,2,8192,229,20,1
81177188,56,20,7.0,10135,0,7379744.364,3,3,172,92,0.098549854,0.049274927,0,0,0,256,229,20,1
46441,26,20,8.666666667000001,7300,0,6634.428571,0,0,72,112,64.5980922,107.66348700000002,0,0,1,8192,229,20,1
80746110,62,20,6.888888889,7215,0,6211239.2310000025,4,68,192,112,0.111460478,0.061922488,0,0,0,256,229,20,1
81242132,56,20,7.0,11595,0,7385648.364,4,4,172,92,0.098471074,0.049235537,0,0,0,256,229,20,1
80192954,56,20,7.0,7300,0,6682746.167,1,1,172,112,0.099759388,0.062349617,0,0,0,256,229,20,1
80902848,56,20,7.0,4380,0,6223296.0,15,189,172,132,0.098884034,0.0741630259999999,0,0,0,256,229,20,1
80961395,56,20,7.0,11595,0,7360126.818,3,3,172,92,0.098812527,0.049406263,0,0,0,256,229,20,1
1669400,26,20,8.666666667000001,5840,0,208675.0,2,4,72,132,1.7970528330000002,3.594105667,0,0,2,8192,229,20,1
81879148,56,20,7.0,5840,0,6823262.333,3,98,172,112,0.097704974,0.061065609,0,0,0,256,229,20,1
80876086,56,20,7.0,8760,0,7352371.455,1,1,172,92,0.098916755,0.049458378,0,0,0,256,229,20,1
82426042,56,20,7.0,7300,0,6868836.833,1,1,172,112,0.097056704,0.06066044,0,0,0,256,229,20,1
1792683,26,20,8.666666667000001,7215,0,256097.5714,4,48,72,112,1.673469319,2.789115532,0,0,1,8192,229,20,1
26806,26,20,8.666666667000001,5840,0,3350.75,4,4,72,132,111.9152429,223.8304857,0,0,2,8192,229,20,1
82489245,56,20,7.0,5840,0,6345326.538,0,0,172,132,0.09698234,0.072736755,0,0,0,256,229,20,1
1617404,26,20,8.666666667000001,7300,0,202175.5,1,1,72,132,1.85482415,3.709648301,0,0,2,8192,229,20,1
34044,26,20,8.666666667000001,8760,0,5674.0,2,2,72,92,88.12125485,117.4950065,0,0,1,8192,229,20,1
1673733,26,20,8.666666667000001,10135,0,239104.7143,4,49,72,112,1.79240058,2.9873343,0,0,1,8192,229,20,1
80903502,56,20,7.0,7215,0,6741958.5,1,1,172,112,0.098883235,0.061802022,0,0,0,256,229,20,1
118404,26,20,8.666666667000001,8760,0,19734.0,12,334,72,92,25.33698186,33.78264248,0,0,1,8192,229,20,1
144049,26,20,8.666666667000001,5840,0,18006.125,14,439,72,132,20.82624662,41.65249325,0,0,2,8192,229,20,1
1797035,26,20,8.666666667000001,5840,0,224629.375,1,1,72,132,1.669416567,3.338833133,0,0,2,8192,229,20,1
255,64,32,32.0,129,129,85.0,0,0,80,80,7843.137255,7843.137255,32,0,1,-1,-1,40,0
178,66,33,33.0,49,49,59.33333333,3,3,40,40,11235.95506,11235.95506,33,0,1,-1,-1,20,0
215,66,33,33.0,49,49,71.66666667,3,3,40,40,9302.325581,9302.325581,33,0,1,-1,-1,20,0
225156,0,0,0.0,0,0,225156.0,225156,0,32,32,4.441365098,4.441365098,0,1,1,430,672,32,0
1350,0,0,0.0,0,0,1350.0,1350,1350,64,0,1481.481481,0.0,0,0,0,30016,-1,32,0
24482,86,43,43.0,98,98,8160.666667,3,3,40,64,81.69267217,81.69267217,43,0,1,-1,-1,20,0
8805291,6,6,6.0,6,6,1761058.2,1,0,20,100,0.113568081,0.567840404,6,1,5,229,0,20,0
80794687,11607,10135,2321.4,20,0,6214975.923,1,194,112,192,0.061885257,0.111393463,0,1,1,229,256,20,0
6087227,1375,1375,1375.0,6,0,1014537.833,1,0,20,132,0.164278414,0.985670487,0,1,6,229,0,20,0
81932841,12976,5840,2162.666667,20,0,5852345.786,1,184,132,204,0.073230709,0.109846063,0,1,1,229,256,20,0
81932592,12976,4380,2162.666667,20,0,5852328.0,1,160,132,204,0.073230931,0.109846397,0,1,1,229,256,20,0
29478,11607,10135,2321.4,20,0,4211.142857,4,4,112,72,169.6180202,101.7708121,0,0,0,29200,256,20,0
8087056,6,6,6.0,6,6,1617411.2,1,0,20,100,0.123654393,0.618271964,6,1,5,229,0,20,0
81834108,12982,11595,2596.4,20,0,6294931.385,1,6,112,204,0.061099218,0.1099785919999999,0,1,1,229,256,20,0
8123633,6,6,6.0,6,6,1624726.6,1,0,20,100,0.123097634,0.615488169,6,1,5,229,0,20,0
6113868,6,6,6.0,6,6,1222773.6,4,0,20,100,0.163562576,0.81781288,6,1,5,229,0,20,0
82353588,11607,7300,2321.4,20,0,5882399.142999997,1,169,112,212,0.060713809,0.121427618,0,1,2,229,256,20,0
11956270,1375,1375,1375.0,6,0,2391254.0,1,0,20,112,0.083638125,0.418190623,0,1,5,229,0,20,0
81914481,11613,5840,1659.0,20,0,5119655.062,1,3,152,212,0.085454976,0.1220785369999999,0,1,1,229,256,20,0
2268306,6,6,6.0,6,6,453661.2,3,0,20,100,0.440857627,2.204288134,6,1,5,229,0,20,0
82098978,11613,4380,1659.0,20,0,5473265.2,1,16,152,192,0.085262937,0.1096237759999999,0,1,1,229,256,20,0
11798891,6,6,6.0,6,6,2359778.2,3,0,20,100,0.084753728,0.423768641,6,1,5,229,0,20,0
9655001,6,6,6.0,6,6,1931000.2,4,0,20,100,0.103573267,0.5178663370000001,6,1,5,229,0,20,0
82448895,11613,11595,2322.6,20,0,5889206.786,1,5,112,212,0.060643627,0.121287253,0,1,2,229,256,20,0
11763606,6,6,6.0,6,6,2352721.2,358,0,20,100,0.0850079469999999,0.425039737,6,1,5,229,0,20,0
254542,26,20,8.666666667000001,11595,0,42423.66667,4,113,72,92,11.78587424,15.71449898,0,0,1,8192,229,20,1
178346,26,20,8.666666667000001,7215,0,29724.33333,38,146,72,92,16.82123513,22.4283135,0,0,1,8192,229,20,1
11122489,24,6,6.0,0,0,3707496.333,327,327,80,0,0.359631734,0.0,6,0,0,256,-1,20,1
110942,26,20,8.666666667000001,4380,0,13867.75,16,410,72,132,27.04115664,54.08231328,0,0,2,8192,229,20,1
61417,26,20,8.666666667000001,4380,0,8773.857143000001,4,4,72,112,48.84641060000001,81.41068434,0,0,1,8192,229,20,1
56669,26,20,8.666666667000001,4380,0,7083.625,9,219,72,132,52.93899663,105.8779933,0,0,2,8192,229,20,1
3062937,30,6,6.0,0,0,765734.25,6,6,100,0,1.632420125,0.0,6,0,0,256,-1,20,1
48263,26,20,8.666666667000001,5840,0,6032.875,59,386,72,132,62.15941819,124.3188364,0,0,2,8192,229,20,1
3037923,30,6,6.0,0,0,759480.75,212,212,100,0,1.645861334,0.0,6,0,0,256,-1,20,1
47495,26,20,8.666666667000001,7300,0,6785.0,38,658,72,112,63.16454364,105.2742394,0,0,1,8192,229,20,1
1039959,26,20,8.666666667000001,5840,0,129994.875,28,484,72,132,2.88472911,5.769458219,0,0,2,8192,229,20,1
11087555,24,6,6.0,0,0,3695851.667,266,266,80,0,0.360764839,0.0,6,0,0,256,-1,20,1
11025654,30,6,6.0,0,0,2756413.5,3,3,100,0,0.453487838,0.0,6,0,0,256,-1,20,1
1637487,26,20,8.666666667000001,8760,0,233926.7143,2,494,72,112,1.832075613,3.0534593560000003,0,0,1,8192,229,20,1
7016839,24,6,6.0,0,0,2338946.333,201,201,80,0,0.570057258,0.0,6,0,0,256,-1,20,1
5820863,30,6,6.0,0,0,1455215.75,1,1,100,0,0.858979158,0.0,6,0,0,256,-1,20,1
4950865,30,6,6.0,0,0,1237716.25,1,1,100,0,1.009924528,0.0,6,0,0,256,-1,20,1
969939,26,20,8.666666667000001,4380,0,121242.375,17,67,72,132,3.092978012,6.1859560239999976,0,0,2,8192,229,20,1
2961967,24,6,6.0,0,0,987322.3333,3,3,80,0,1.350453938,0.0,6,0,0,256,-1,20,1
816770,24,6,6.0,0,0,272256.6667,239,239,80,0,4.89733952,0.0,6,0,0,256,-1,20,1
96837,26,20,8.666666667000001,4380,0,13833.85714,90,90,72,112,30.97989405,51.63315675,0,0,1,8192,229,20,1
1775731,26,20,8.666666667000001,8760,0,295955.1667,94,157,72,92,1.689445079,2.252593439,0,0,1,8192,229,20,1
530340,26,20,8.666666667000001,4380,0,66292.5,38,99,72,132,5.656748501,11.313497,0,0,2,8192,229,20,1
659696,26,20,8.666666667000001,7215,0,109949.3333,6,168,72,92,4.547549173999999,6.063398899,0,0,1,8192,229,20,1
3439690,24,6,6.0,0,0,1146563.333,3,3,80,0,1.162895493,0.0,6,0,0,256,-1,20,1
6082472,24,6,6.0,0,0,2027490.667,334,334,80,0,0.657627359,0.0,6,0,0,256,-1,20,1
666599,26,20,8.666666667000001,7300,0,95228.42857,87,264,72,112,4.500456796,7.500761327,0,0,1,8192,229,20,1
1934974,30,6,6.0,0,0,483743.5,1,1,100,0,2.584014049,0.0,6,0,0,256,-1,20,1
2191956,24,6,6.0,0,0,730652.0,1,1,80,0,1.824854149,0.0,6,0,0,256,-1,20,1
2052981,24,6,6.0,0,0,684327.0,3,3,80,0,1.948386273,0.0,6,0,0,256,-1,20,1
8068106,56,20,7.0,5840,0,672342.1667,1,1,172,112,0.991558614,0.619724134,0,0,0,256,229,20,1
7298920,24,6,6.0,0,0,2432973.333,1,1,80,0,0.548026283,0.0,6,0,0,256,-1,20,1
5121927,24,6,6.0,0,0,1707309.0,2,2,80,0,0.7809560740000001,0.0,6,0,0,256,-1,20,1
2054231,30,6,6.0,0,0,513557.75,314,314,100,0,2.43400085,0.0,6,0,0,256,-1,20,1
1301156,24,6,6.0,0,0,433718.6667,269,269,80,0,3.074189413,0.0,6,0,0,256,-1,20,1
9813270,24,6,6.0,0,0,3271090.0,3,3,80,0,0.407611326,0.0,6,0,0,256,-1,20,1
7838831,24,6,6.0,0,0,2612943.667,1,1,80,0,0.510280168,0.0,6,0,0,256,-1,20,1
6650806,30,6,6.0,0,0,1662701.5,4,4,100,0,0.75178858,0.0,6,0,0,256,-1,20,1
1756459,26,20,8.666666667000001,5840,0,219557.375,3,3,72,132,1.707981797,3.415963595,0,0,2,8192,229,20,1
82658764,62,20,6.888888889,4380,0,5904197.429,6,6,192,132,0.108881376,0.072587584,0,0,0,256,229,20,1
136707,26,20,8.666666667000001,7215,0,19529.57143,3,3,72,112,21.94474314,36.57457189,0,0,1,8192,229,20,1
1752127,26,20,8.666666667000001,4380,0,219015.875,3,12,72,132,1.7122046519999998,3.424409304,0,0,2,8192,229,20,1
80942067,62,20,6.888888889,8760,0,6226312.846,1,1,192,112,0.111190637,0.0617725759999999,0,0,0,256,229,20,1
81754529,56,20,7.0,8760,0,7432229.909,3,3,172,92,0.0978539059999999,0.0489269529999999,0,0,0,256,229,20,1
773621,26,20,8.666666667000001,5840,0,96702.625,13,105,72,132,3.877867845,7.75573569,0,0,2,8192,229,20,1
58502,26,20,8.666666667000001,5840,0,8357.428570999999,1,1,72,112,51.28029811,85.46716352,0,0,1,8192,229,20,1
82777435,56,20,7.0,7215,0,7525221.364,2,2,172,92,0.096644696,0.048322348,0,0,0,256,229,20,1
81722910,56,20,7.0,8675,0,6286377.692000003,1,1,172,132,0.0978917659999999,0.073418825,0,0,0,256,229,20,1
82853498,62,20,6.888888889,5840,0,6373346.0,3,3,192,112,0.108625468,0.060347482,0,0,0,256,229,20,1
717733,26,20,8.666666667000001,5840,0,89716.625,34,590,72,132,4.179827317,8.359654635,0,0,2,8192,229,20,1
81643728,56,20,7.0,5840,0,6280286.7689999975,2,2,172,132,0.0979867059999999,0.07349003,0,0,0,256,229,20,1
123100,26,20,8.666666667000001,5840,0,15387.5,3,486,72,132,24.37043054,48.74086109,0,0,2,8192,229,20,1
82198095,56,20,7.0,5840,0,6849841.25,1,1,172,112,0.0973258569999999,0.06082866,0,0,0,256,229,20,1
145882,26,20,8.666666667000001,11595,0,24313.66667,1,1,72,92,20.56456588,27.41942118,0,0,1,8192,229,20,1
1408344,26,20,8.666666667000001,11595,0,234724.0,6,79,72,92,2.130161381,2.840215175,0,0,1,8192,229,20,1
82228717,56,20,7.0,4380,0,6325285.923,16,190,172,132,0.097289612,0.072967209,0,0,0,256,229,20,1
344213,26,20,8.666666667000001,7300,0,49173.28571,3,49,72,112,8.715533696,14.52588949,0,0,1,8192,229,20,1
82251398,56,20,7.0,7215,0,6854283.167,4,201,172,112,0.097262785,0.06078924,0,0,0,256,229,20,1
82233149,62,20,6.888888889,11595,0,6852762.417,1,1,192,92,0.109444915,0.048642184,0,0,0,256,229,20,1
1152031,26,20,8.666666667000001,11595,0,192005.1667,6,49,72,92,2.604096591,3.472128788,0,0,1,8192,229,20,1
674152,26,20,8.666666667000001,10135,0,96307.42857,5,121,72,112,4.450035007,7.416725012000001,0,0,1,8192,229,20,1
1289215,26,20,8.666666667000001,4380,0,161151.875,2,48,72,132,2.326997436,4.653994873,0,0,2,8192,229,20,1
604272,26,20,8.666666667000001,5840,0,75534.0,14,49,72,132,4.96465168,9.92930336,0,0,2,8192,229,20,1
82823113,56,20,7.0,8760,0,7529373.909,75,126,172,92,0.096591395,0.048295697,0,0,0,256,229,20,1
58987,160,40,40.0,101,101,8426.714286,4,4,80,80,67.8115517,67.8115517,40,0,1,-1,-1,20,0
128250,1040,234,24.76190476,3454,0,1441.011236,2,2,864,972,327.4853801000001,374.2690058,0,0,1,8192,1013,20,0
115319016,748,304,35.61904762,2014,0,3034710.947,25,165,432,504,0.182103531,0.156088741,0,0,0,8192,123,20,0
71373,48,48,48.0,112,112,71373.0,71373,0,20,20,14.01090048,14.01090048,48,0,1,-1,-1,20,0
80899038,11607,5840,1934.5,20,0,5778502.714,3,196,132,192,0.074166519,0.111249778,0,1,1,229,256,20,0
82563094,11607,4380,1658.142857,20,0,5504206.267000001,1,66,152,192,0.084783644,0.109007543,0,1,1,229,256,20,0
82758132,11607,8760,2321.4,20,0,5911295.142999997,0,691,112,212,0.060417023,0.1208340469999999,0,1,2,229,256,20,0
82692711,11607,10220,2321.4,20,0,6360977.7689999975,1,188,112,192,0.0604648209999999,0.108836678,0,1,1,229,256,20,0
11894021,6,6,6.0,6,6,2378804.2,3,0,20,100,0.0840758559999999,0.420379281,6,1,5,229,0,20,0
11292067,6,6,6.0,6,6,2258413.4,4,0,20,100,0.0885577459999999,0.442788729,6,1,5,229,0,20,0
3121019,1375,1375,1375.0,6,0,520169.8333,180,0,20,132,0.320408174,1.922449046,0,1,6,229,0,20,0
11491630,1375,1375,1375.0,6,0,2298326.0,3,0,20,112,0.0870198569999999,0.435099285,0,1,5,229,0,20,0
11487633,1375,1375,1375.0,6,0,2297526.6,4,0,20,112,0.087050135,0.435250673,0,1,5,229,0,20,0
9496466,1375,1375,1375.0,6,0,1582744.333,1,0,20,132,0.10530233,0.631813982,0,1,6,229,0,20,0
7444623,6,6,6.0,6,6,1488924.6,3,0,20,100,0.1343251359999999,0.6716256820000001,6,1,5,229,0,20,0
7437624,6,6,6.0,6,6,1487524.8,1,0,20,100,0.13445154,0.6722577,6,1,5,229,0,20,0
5443725,6,6,6.0,6,6,1088745.0,3,0,20,100,0.183697744,0.918488719,6,1,5,229,0,20,0
81477952,12982,10135,2163.666667,20,0,5819853.714,0,5,132,204,0.073639553,0.11045933,0,1,1,229,256,20,0
6021046,6,6,6.0,6,6,1003507.667,1,0,20,120,0.166084099,0.996504594,6,1,6,229,0,20,0
1026099,703,267,87.875,3401,0,64131.1875,2,357,264,296,7.79651866,8.771083492,0,0,1,29200,252,32,0
1209919,26,20,8.666666667000001,5840,0,151239.875,45,869,72,132,2.479504826,4.959009653,0,0,2,8192,229,20,1
67005,26,20,8.666666667000001,5840,0,8375.625,10,1014,72,132,44.77277815,89.5455563,0,0,2,8192,229,20,1
131141,26,20,8.666666667000001,8760,0,21856.83333,86,421,72,92,22.87614095,30.50152126,0,0,1,8192,229,20,1
1311811,26,20,8.666666667000001,11595,0,218635.1667,4,4,72,92,2.286914807,3.049219743,0,0,1,8192,229,20,1
